trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Colourcodes,participant,session,date,expName,psychopyVersion,OS,frameRate,study_id,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_4.ran,StimulusPos,key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,key_resp_15.keys,key_resp_15.rt,key_resp_17.keys,key_resp_17.rt,key_resp_9.keys,key_resp_9.rt
0,24,24,49,1,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,,,,,,,,,,,,,,,,
0,25,25,74,1,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,,,,,,,,,,,,,,,,
0,26,26,15,1,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,,,,,,,,,,,,,,,,
0,27,27,86,1,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,,,,,,,,,,,,,,,,
0,28,28,57,1,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,,,,,,,,,,,,,,,,
0,29,29,37,1,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,,,,,,,,,,,,,,,,
0,30,30,68,1,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,,,,,,,,,,,,,,,,
0,31,31,63,1,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,,,,,,,,,,,,,,,,
0,32,32,29,1,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,,,,,,,,,,,,,,,,
0,33,33,5,1,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,,,,,,,,,,,,,,,,
0,34,34,31,1,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,,,,,,,,,,,,,,,,
0,35,35,70,1,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,,,,,,,,,,,,,,,,
0,36,36,61,1,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,,,,,,,,,,,,,,,,
0,37,37,32,1,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,,,,,,,,,,,,,,,,
0,38,38,92,1,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,,,,,,,,,,,,,,,,
0,39,39,47,1,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,,,,,,,,,,,,,,,,
0,40,40,38,1,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,,,,,,,,,,,,,,,,
0,41,41,0,1,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,,,,,,,,,,,,,,,,
0,42,42,26,1,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,,,,,,,,,,,,,,,,
0,43,43,80,1,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,,,,,,,,,,,,,,,,
0,44,44,25,1,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,,,,,,,,,,,,,,,,
0,45,45,23,1,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,,,,,,,,,,,,,,,,
0,46,46,24,1,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,,,,,,,,,,,,,,,,
0,47,47,7,1,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,,,,,,,,,,,,,,,,
0,48,48,20,1,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,,,,,,,,,,,,,,,,
0,49,49,75,1,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,,,,,,,,,,,,,,,,
0,50,50,88,1,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,,,,,,,,,,,,,,,,
0,51,51,54,1,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,,,,,,,,,,,,,,,,
0,52,52,39,1,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,,,,,,,,,,,,,,,,
0,53,53,16,1,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,,,,,,,,,,,,,,,,
0,54,54,66,1,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,,,,,,,,,,,,,,,,
0,55,55,45,1,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,,,,,,,,,,,,,,,,
0,56,56,73,1,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,,,,,,,,,,,,,,,,
0,57,57,76,1,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,,,,,,,,,,,,,,,,
0,58,58,91,1,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,,,,,,,,,,,,,,,,
0,59,59,48,1,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,,,,,,,,,,,,,,,,
0,60,60,21,1,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,,,,,,,,,,,,,,,,
0,61,61,51,1,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,,,,,,,,,,,,,,,,
0,62,62,3,1,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,,,,,,,,,,,,,,,,
0,63,63,33,1,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,,,,,,,,,,,,,,,,
0,64,64,62,1,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,,,,,,,,,,,,,,,,
0,65,65,22,1,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,,,,,,,,,,,,,,,,
0,66,66,2,1,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,,,,,,,,,,,,,,,,
0,67,67,72,1,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,,,,,,,,,,,,,,,,
0,68,68,12,1,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,,,,,,,,,,,,,,,,
0,69,69,89,1,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,,,,,,,,,,,,,,,,
0,70,70,79,1,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,,,,,,,,,,,,,,,,
0,71,71,27,1,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,,,,,,,,,,,,,,,,
0,72,72,85,1,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,,,,,,,,,,,,,,,,
0,73,73,87,1,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,,,,,,,,,,,,,,,,
0,74,74,84,1,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,,,,,,,,,,,,,,,,
0,75,75,46,1,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,,,,,,,,,,,,,,,,
0,76,76,69,1,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,,,,,,,,,,,,,,,,
0,77,77,90,1,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,,,,,,,,,,,,,,,,
0,78,78,78,1,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,,,,,,,,,,,,,,,,
0,79,79,34,1,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,,,,,,,,,,,,,,,,
0,80,80,8,1,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,,,,,,,,,,,,,,,,
0,81,81,28,1,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,,,,,,,,,,,,,,,,
0,82,82,43,1,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,,,,,,,,,,,,,,,,
0,83,83,30,1,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,,,,,,,,,,,,,,,,
0,84,84,82,1,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,,,,,,,,,,,,,,,,
0,85,85,67,1,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,,,,,,,,,,,,,,,,
0,86,86,59,1,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,,,,,,,,,,,,,,,,
0,87,87,6,1,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,,,,,,,,,,,,,,,,
0,88,88,65,1,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,,,,,,,,,,,,,,,,
0,89,89,13,1,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,,,,,,,,,,,,,,,,
0,90,90,41,1,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,,,,,,,,,,,,,,,,
0,91,91,11,1,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,,,,,,,,,,,,,,,,
0,92,92,53,1,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,,,,,,,,,,,,,,,,
,,,,,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,0,0,0,143,1,fourthree,,,,,,,,,,
,,,,,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,0,1,1,109,1,threefour,,,,,,,,,,
,,,,,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,0,2,2,40,1,onetwo,,,,,,,,,,
,,,,,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,0,3,3,99,1,twofour,,,,,,,,,,
,,,,,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,0,4,4,66,1,twoone,,,,,,,,,,
,,,,,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,0,5,5,53,1,threefour,,,,,,,,,,
,,,,,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,0,6,6,49,1,onethree,,,,,,,,,,
,,,,,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,0,7,7,101,1,threefour,,,,,,,,,,
,,,,,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,0,8,8,155,1,twofour,,,,,,,,,,
,,,,,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,0,9,9,72,1,onetwo,,,,,,,,,,
,,,,,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,0,10,10,41,1,onethree,,,,,,,,,,
,,,,,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,0,11,11,37,1,threefour,,,,,,,,,,
,,,,,,5f91976a948f570115a30933,62bbfa2fd1527db7dc8c9419,2022-06-29_09h09.40.907,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.0240096,62bbe60bf3d75ef465d3e404,0,12,12,58,1,twoone,,,,,,,,,,
