trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Colourcodes,participant,session,date,expName,psychopyVersion,OS,frameRate,study_id,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_4.ran,StimulusPos,key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt
0,0,0,73,1,,6162c4df5e32a5416e76cc43,62bbfa8820e38978bb48e94c,2022-06-29_09h09.44.450,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.09615385,62bbe60bf3d75ef465d3e404,,,,,,,,,,
0,1,1,48,1,,6162c4df5e32a5416e76cc43,62bbfa8820e38978bb48e94c,2022-06-29_09h09.44.450,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.09615385,62bbe60bf3d75ef465d3e404,,,,,,,,,,
0,2,2,86,1,,6162c4df5e32a5416e76cc43,62bbfa8820e38978bb48e94c,2022-06-29_09h09.44.450,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.09615385,62bbe60bf3d75ef465d3e404,,,,,,,,,,
0,3,3,3,1,,6162c4df5e32a5416e76cc43,62bbfa8820e38978bb48e94c,2022-06-29_09h09.44.450,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.09615385,62bbe60bf3d75ef465d3e404,,,,,,,,,,
0,4,4,66,1,,6162c4df5e32a5416e76cc43,62bbfa8820e38978bb48e94c,2022-06-29_09h09.44.450,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.09615385,62bbe60bf3d75ef465d3e404,,,,,,,,,,
0,5,5,17,1,,6162c4df5e32a5416e76cc43,62bbfa8820e38978bb48e94c,2022-06-29_09h09.44.450,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.09615385,62bbe60bf3d75ef465d3e404,,,,,,,,,,
0,6,6,80,1,,6162c4df5e32a5416e76cc43,62bbfa8820e38978bb48e94c,2022-06-29_09h09.44.450,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.09615385,62bbe60bf3d75ef465d3e404,,,,,,,,,,
0,7,7,42,1,,6162c4df5e32a5416e76cc43,62bbfa8820e38978bb48e94c,2022-06-29_09h09.44.450,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.09615385,62bbe60bf3d75ef465d3e404,,,,,,,,,,
0,8,8,26,1,,6162c4df5e32a5416e76cc43,62bbfa8820e38978bb48e94c,2022-06-29_09h09.44.450,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.09615385,62bbe60bf3d75ef465d3e404,,,,,,,,,,
0,9,9,8,1,,6162c4df5e32a5416e76cc43,62bbfa8820e38978bb48e94c,2022-06-29_09h09.44.450,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.09615385,62bbe60bf3d75ef465d3e404,,,,,,,,,,
0,10,10,90,1,,6162c4df5e32a5416e76cc43,62bbfa8820e38978bb48e94c,2022-06-29_09h09.44.450,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.09615385,62bbe60bf3d75ef465d3e404,,,,,,,,,,
0,11,11,31,1,,6162c4df5e32a5416e76cc43,62bbfa8820e38978bb48e94c,2022-06-29_09h09.44.450,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.09615385,62bbe60bf3d75ef465d3e404,,,,,,,,,,
0,12,12,36,1,,6162c4df5e32a5416e76cc43,62bbfa8820e38978bb48e94c,2022-06-29_09h09.44.450,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.09615385,62bbe60bf3d75ef465d3e404,,,,,,,,,,
0,13,13,46,1,,6162c4df5e32a5416e76cc43,62bbfa8820e38978bb48e94c,2022-06-29_09h09.44.450,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.09615385,62bbe60bf3d75ef465d3e404,,,,,,,,,,
0,14,14,77,1,,6162c4df5e32a5416e76cc43,62bbfa8820e38978bb48e94c,2022-06-29_09h09.44.450,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.09615385,62bbe60bf3d75ef465d3e404,,,,,,,,,,
0,15,15,70,1,,6162c4df5e32a5416e76cc43,62bbfa8820e38978bb48e94c,2022-06-29_09h09.44.450,Colour_Asymmetry_Pilot,2022.1.3,Win32,60.09615385,62bbe60bf3d75ef465d3e404,,,,,,,,,,
