trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Colourcodes,participant,session,date,expName,psychopyVersion,OS,frameRate,study_id,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_4.ran,StimulusPos
0,0,0,14,1,,6106692c478cb3f1603657ed,62bbfad4447d54b1ac67c6f5,2022-06-29_10h22.03.178,Colour_Asymmetry_Pilot,2022.1.3,Win32,59.95922773,62bbe60bf3d75ef465d3e404,,,,,,
0,1,1,82,1,,6106692c478cb3f1603657ed,62bbfad4447d54b1ac67c6f5,2022-06-29_10h22.03.178,Colour_Asymmetry_Pilot,2022.1.3,Win32,59.95922773,62bbe60bf3d75ef465d3e404,,,,,,
0,2,2,6,1,,6106692c478cb3f1603657ed,62bbfad4447d54b1ac67c6f5,2022-06-29_10h22.03.178,Colour_Asymmetry_Pilot,2022.1.3,Win32,59.95922773,62bbe60bf3d75ef465d3e404,,,,,,
0,3,3,0,1,,6106692c478cb3f1603657ed,62bbfad4447d54b1ac67c6f5,2022-06-29_10h22.03.178,Colour_Asymmetry_Pilot,2022.1.3,Win32,59.95922773,62bbe60bf3d75ef465d3e404,,,,,,
0,4,4,42,1,,6106692c478cb3f1603657ed,62bbfad4447d54b1ac67c6f5,2022-06-29_10h22.03.178,Colour_Asymmetry_Pilot,2022.1.3,Win32,59.95922773,62bbe60bf3d75ef465d3e404,,,,,,
0,5,5,5,1,,6106692c478cb3f1603657ed,62bbfad4447d54b1ac67c6f5,2022-06-29_10h22.03.178,Colour_Asymmetry_Pilot,2022.1.3,Win32,59.95922773,62bbe60bf3d75ef465d3e404,,,,,,
0,6,6,25,1,,6106692c478cb3f1603657ed,62bbfad4447d54b1ac67c6f5,2022-06-29_10h22.03.178,Colour_Asymmetry_Pilot,2022.1.3,Win32,59.95922773,62bbe60bf3d75ef465d3e404,,,,,,
0,7,7,75,1,,6106692c478cb3f1603657ed,62bbfad4447d54b1ac67c6f5,2022-06-29_10h22.03.178,Colour_Asymmetry_Pilot,2022.1.3,Win32,59.95922773,62bbe60bf3d75ef465d3e404,,,,,,
0,8,8,81,1,,6106692c478cb3f1603657ed,62bbfad4447d54b1ac67c6f5,2022-06-29_10h22.03.178,Colour_Asymmetry_Pilot,2022.1.3,Win32,59.95922773,62bbe60bf3d75ef465d3e404,,,,,,
0,9,9,84,1,,6106692c478cb3f1603657ed,62bbfad4447d54b1ac67c6f5,2022-06-29_10h22.03.178,Colour_Asymmetry_Pilot,2022.1.3,Win32,59.95922773,62bbe60bf3d75ef465d3e404,,,,,,
0,10,10,35,1,,6106692c478cb3f1603657ed,62bbfad4447d54b1ac67c6f5,2022-06-29_10h22.03.178,Colour_Asymmetry_Pilot,2022.1.3,Win32,59.95922773,62bbe60bf3d75ef465d3e404,,,,,,
0,11,11,36,1,,6106692c478cb3f1603657ed,62bbfad4447d54b1ac67c6f5,2022-06-29_10h22.03.178,Colour_Asymmetry_Pilot,2022.1.3,Win32,59.95922773,62bbe60bf3d75ef465d3e404,,,,,,
0,12,12,49,1,,6106692c478cb3f1603657ed,62bbfad4447d54b1ac67c6f5,2022-06-29_10h22.03.178,Colour_Asymmetry_Pilot,2022.1.3,Win32,59.95922773,62bbe60bf3d75ef465d3e404,,,,,,
0,13,13,40,1,,6106692c478cb3f1603657ed,62bbfad4447d54b1ac67c6f5,2022-06-29_10h22.03.178,Colour_Asymmetry_Pilot,2022.1.3,Win32,59.95922773,62bbe60bf3d75ef465d3e404,,,,,,
0,14,14,51,1,,6106692c478cb3f1603657ed,62bbfad4447d54b1ac67c6f5,2022-06-29_10h22.03.178,Colour_Asymmetry_Pilot,2022.1.3,Win32,59.95922773,62bbe60bf3d75ef465d3e404,,,,,,
0,15,15,3,1,,6106692c478cb3f1603657ed,62bbfad4447d54b1ac67c6f5,2022-06-29_10h22.03.178,Colour_Asymmetry_Pilot,2022.1.3,Win32,59.95922773,62bbe60bf3d75ef465d3e404,,,,,,
0,16,16,17,1,,6106692c478cb3f1603657ed,62bbfad4447d54b1ac67c6f5,2022-06-29_10h22.03.178,Colour_Asymmetry_Pilot,2022.1.3,Win32,59.95922773,62bbe60bf3d75ef465d3e404,,,,,,
0,17,17,13,1,,6106692c478cb3f1603657ed,62bbfad4447d54b1ac67c6f5,2022-06-29_10h22.03.178,Colour_Asymmetry_Pilot,2022.1.3,Win32,59.95922773,62bbe60bf3d75ef465d3e404,,,,,,
