trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Colourcodes,participant,session,date,expName,psychopyVersion,OS,frameRate,study_id,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_4.ran,StimulusPos
0,0,0,37,1,,5f9f9d82e46e6b1e856f67a5,0651suzm7uun,2022-06-05_16h19.36.026,Colour_Asymmetry_Pilot,2022.1.3,MacIntel,59.94125757,UNSAVED-STUDY,,,,,,
0,1,1,1,1,,5f9f9d82e46e6b1e856f67a5,0651suzm7uun,2022-06-05_16h19.36.026,Colour_Asymmetry_Pilot,2022.1.3,MacIntel,59.94125757,UNSAVED-STUDY,,,,,,
0,2,2,44,1,,5f9f9d82e46e6b1e856f67a5,0651suzm7uun,2022-06-05_16h19.36.026,Colour_Asymmetry_Pilot,2022.1.3,MacIntel,59.94125757,UNSAVED-STUDY,,,,,,
0,3,3,51,1,,5f9f9d82e46e6b1e856f67a5,0651suzm7uun,2022-06-05_16h19.36.026,Colour_Asymmetry_Pilot,2022.1.3,MacIntel,59.94125757,UNSAVED-STUDY,,,,,,
0,4,4,63,1,,5f9f9d82e46e6b1e856f67a5,0651suzm7uun,2022-06-05_16h19.36.026,Colour_Asymmetry_Pilot,2022.1.3,MacIntel,59.94125757,UNSAVED-STUDY,,,,,,
0,5,5,9,1,,5f9f9d82e46e6b1e856f67a5,0651suzm7uun,2022-06-05_16h19.36.026,Colour_Asymmetry_Pilot,2022.1.3,MacIntel,59.94125757,UNSAVED-STUDY,,,,,,
0,6,6,24,1,,5f9f9d82e46e6b1e856f67a5,0651suzm7uun,2022-06-05_16h19.36.026,Colour_Asymmetry_Pilot,2022.1.3,MacIntel,59.94125757,UNSAVED-STUDY,,,,,,
0,7,7,55,1,,5f9f9d82e46e6b1e856f67a5,0651suzm7uun,2022-06-05_16h19.36.026,Colour_Asymmetry_Pilot,2022.1.3,MacIntel,59.94125757,UNSAVED-STUDY,,,,,,
0,8,8,31,1,,5f9f9d82e46e6b1e856f67a5,0651suzm7uun,2022-06-05_16h19.36.026,Colour_Asymmetry_Pilot,2022.1.3,MacIntel,59.94125757,UNSAVED-STUDY,,,,,,
0,9,9,69,1,,5f9f9d82e46e6b1e856f67a5,0651suzm7uun,2022-06-05_16h19.36.026,Colour_Asymmetry_Pilot,2022.1.3,MacIntel,59.94125757,UNSAVED-STUDY,,,,,,
0,10,10,56,1,,5f9f9d82e46e6b1e856f67a5,0651suzm7uun,2022-06-05_16h19.36.026,Colour_Asymmetry_Pilot,2022.1.3,MacIntel,59.94125757,UNSAVED-STUDY,,,,,,
0,11,11,83,1,,5f9f9d82e46e6b1e856f67a5,0651suzm7uun,2022-06-05_16h19.36.026,Colour_Asymmetry_Pilot,2022.1.3,MacIntel,59.94125757,UNSAVED-STUDY,,,,,,
0,12,12,10,1,,5f9f9d82e46e6b1e856f67a5,0651suzm7uun,2022-06-05_16h19.36.026,Colour_Asymmetry_Pilot,2022.1.3,MacIntel,59.94125757,UNSAVED-STUDY,,,,,,
0,13,13,52,1,,5f9f9d82e46e6b1e856f67a5,0651suzm7uun,2022-06-05_16h19.36.026,Colour_Asymmetry_Pilot,2022.1.3,MacIntel,59.94125757,UNSAVED-STUDY,,,,,,
0,14,14,15,1,,5f9f9d82e46e6b1e856f67a5,0651suzm7uun,2022-06-05_16h19.36.026,Colour_Asymmetry_Pilot,2022.1.3,MacIntel,59.94125757,UNSAVED-STUDY,,,,,,
0,15,15,59,1,,5f9f9d82e46e6b1e856f67a5,0651suzm7uun,2022-06-05_16h19.36.026,Colour_Asymmetry_Pilot,2022.1.3,MacIntel,59.94125757,UNSAVED-STUDY,,,,,,
0,16,16,88,1,,5f9f9d82e46e6b1e856f67a5,0651suzm7uun,2022-06-05_16h19.36.026,Colour_Asymmetry_Pilot,2022.1.3,MacIntel,59.94125757,UNSAVED-STUDY,,,,,,
0,17,17,4,1,,5f9f9d82e46e6b1e856f67a5,0651suzm7uun,2022-06-05_16h19.36.026,Colour_Asymmetry_Pilot,2022.1.3,MacIntel,59.94125757,UNSAVED-STUDY,,,,,,
0,18,18,30,1,,5f9f9d82e46e6b1e856f67a5,0651suzm7uun,2022-06-05_16h19.36.026,Colour_Asymmetry_Pilot,2022.1.3,MacIntel,59.94125757,UNSAVED-STUDY,,,,,,
0,19,19,53,1,,5f9f9d82e46e6b1e856f67a5,0651suzm7uun,2022-06-05_16h19.36.026,Colour_Asymmetry_Pilot,2022.1.3,MacIntel,59.94125757,UNSAVED-STUDY,,,,,,
0,20,20,62,1,,5f9f9d82e46e6b1e856f67a5,0651suzm7uun,2022-06-05_16h19.36.026,Colour_Asymmetry_Pilot,2022.1.3,MacIntel,59.94125757,UNSAVED-STUDY,,,,,,
0,21,21,54,1,,5f9f9d82e46e6b1e856f67a5,0651suzm7uun,2022-06-05_16h19.36.026,Colour_Asymmetry_Pilot,2022.1.3,MacIntel,59.94125757,UNSAVED-STUDY,,,,,,
0,22,22,39,1,,5f9f9d82e46e6b1e856f67a5,0651suzm7uun,2022-06-05_16h19.36.026,Colour_Asymmetry_Pilot,2022.1.3,MacIntel,59.94125757,UNSAVED-STUDY,,,,,,
0,23,23,92,1,,5f9f9d82e46e6b1e856f67a5,0651suzm7uun,2022-06-05_16h19.36.026,Colour_Asymmetry_Pilot,2022.1.3,MacIntel,59.94125757,UNSAVED-STUDY,,,,,,
0,24,24,57,1,,5f9f9d82e46e6b1e856f67a5,0651suzm7uun,2022-06-05_16h19.36.026,Colour_Asymmetry_Pilot,2022.1.3,MacIntel,59.94125757,UNSAVED-STUDY,,,,,,
0,25,25,78,1,,5f9f9d82e46e6b1e856f67a5,0651suzm7uun,2022-06-05_16h19.36.026,Colour_Asymmetry_Pilot,2022.1.3,MacIntel,59.94125757,UNSAVED-STUDY,,,,,,
0,26,26,5,1,,5f9f9d82e46e6b1e856f67a5,0651suzm7uun,2022-06-05_16h19.36.026,Colour_Asymmetry_Pilot,2022.1.3,MacIntel,59.94125757,UNSAVED-STUDY,,,,,,
0,27,27,8,1,,5f9f9d82e46e6b1e856f67a5,0651suzm7uun,2022-06-05_16h19.36.026,Colour_Asymmetry_Pilot,2022.1.3,MacIntel,59.94125757,UNSAVED-STUDY,,,,,,
0,28,28,25,1,,5f9f9d82e46e6b1e856f67a5,0651suzm7uun,2022-06-05_16h19.36.026,Colour_Asymmetry_Pilot,2022.1.3,MacIntel,59.94125757,UNSAVED-STUDY,,,,,,
0,29,29,75,1,,5f9f9d82e46e6b1e856f67a5,0651suzm7uun,2022-06-05_16h19.36.026,Colour_Asymmetry_Pilot,2022.1.3,MacIntel,59.94125757,UNSAVED-STUDY,,,,,,
0,30,30,87,1,,5f9f9d82e46e6b1e856f67a5,0651suzm7uun,2022-06-05_16h19.36.026,Colour_Asymmetry_Pilot,2022.1.3,MacIntel,59.94125757,UNSAVED-STUDY,,,,,,
0,31,31,89,1,,5f9f9d82e46e6b1e856f67a5,0651suzm7uun,2022-06-05_16h19.36.026,Colour_Asymmetry_Pilot,2022.1.3,MacIntel,59.94125757,UNSAVED-STUDY,,,,,,
0,32,32,27,1,,5f9f9d82e46e6b1e856f67a5,0651suzm7uun,2022-06-05_16h19.36.026,Colour_Asymmetry_Pilot,2022.1.3,MacIntel,59.94125757,UNSAVED-STUDY,,,,,,
0,33,33,13,1,,5f9f9d82e46e6b1e856f67a5,0651suzm7uun,2022-06-05_16h19.36.026,Colour_Asymmetry_Pilot,2022.1.3,MacIntel,59.94125757,UNSAVED-STUDY,,,,,,
0,34,34,58,1,,5f9f9d82e46e6b1e856f67a5,0651suzm7uun,2022-06-05_16h19.36.026,Colour_Asymmetry_Pilot,2022.1.3,MacIntel,59.94125757,UNSAVED-STUDY,,,,,,
0,35,35,41,1,,5f9f9d82e46e6b1e856f67a5,0651suzm7uun,2022-06-05_16h19.36.026,Colour_Asymmetry_Pilot,2022.1.3,MacIntel,59.94125757,UNSAVED-STUDY,,,,,,
0,36,36,26,1,,5f9f9d82e46e6b1e856f67a5,0651suzm7uun,2022-06-05_16h19.36.026,Colour_Asymmetry_Pilot,2022.1.3,MacIntel,59.94125757,UNSAVED-STUDY,,,,,,
0,37,37,81,1,,5f9f9d82e46e6b1e856f67a5,0651suzm7uun,2022-06-05_16h19.36.026,Colour_Asymmetry_Pilot,2022.1.3,MacIntel,59.94125757,UNSAVED-STUDY,,,,,,
0,38,38,20,1,,5f9f9d82e46e6b1e856f67a5,0651suzm7uun,2022-06-05_16h19.36.026,Colour_Asymmetry_Pilot,2022.1.3,MacIntel,59.94125757,UNSAVED-STUDY,,,,,,
0,39,39,6,1,,5f9f9d82e46e6b1e856f67a5,0651suzm7uun,2022-06-05_16h19.36.026,Colour_Asymmetry_Pilot,2022.1.3,MacIntel,59.94125757,UNSAVED-STUDY,,,,,,
0,40,40,38,1,,5f9f9d82e46e6b1e856f67a5,0651suzm7uun,2022-06-05_16h19.36.026,Colour_Asymmetry_Pilot,2022.1.3,MacIntel,59.94125757,UNSAVED-STUDY,,,,,,
0,41,41,49,1,,5f9f9d82e46e6b1e856f67a5,0651suzm7uun,2022-06-05_16h19.36.026,Colour_Asymmetry_Pilot,2022.1.3,MacIntel,59.94125757,UNSAVED-STUDY,,,,,,
0,42,42,34,1,,5f9f9d82e46e6b1e856f67a5,0651suzm7uun,2022-06-05_16h19.36.026,Colour_Asymmetry_Pilot,2022.1.3,MacIntel,59.94125757,UNSAVED-STUDY,,,,,,
0,43,43,65,1,,5f9f9d82e46e6b1e856f67a5,0651suzm7uun,2022-06-05_16h19.36.026,Colour_Asymmetry_Pilot,2022.1.3,MacIntel,59.94125757,UNSAVED-STUDY,,,,,,
0,44,44,76,1,,5f9f9d82e46e6b1e856f67a5,0651suzm7uun,2022-06-05_16h19.36.026,Colour_Asymmetry_Pilot,2022.1.3,MacIntel,59.94125757,UNSAVED-STUDY,,,,,,
0,45,45,40,1,,5f9f9d82e46e6b1e856f67a5,0651suzm7uun,2022-06-05_16h19.36.026,Colour_Asymmetry_Pilot,2022.1.3,MacIntel,59.94125757,UNSAVED-STUDY,,,,,,
0,46,46,45,1,,5f9f9d82e46e6b1e856f67a5,0651suzm7uun,2022-06-05_16h19.36.026,Colour_Asymmetry_Pilot,2022.1.3,MacIntel,59.94125757,UNSAVED-STUDY,,,,,,
0,47,47,90,1,,5f9f9d82e46e6b1e856f67a5,0651suzm7uun,2022-06-05_16h19.36.026,Colour_Asymmetry_Pilot,2022.1.3,MacIntel,59.94125757,UNSAVED-STUDY,,,,,,
0,48,48,3,1,,5f9f9d82e46e6b1e856f67a5,0651suzm7uun,2022-06-05_16h19.36.026,Colour_Asymmetry_Pilot,2022.1.3,MacIntel,59.94125757,UNSAVED-STUDY,,,,,,
0,49,49,82,1,,5f9f9d82e46e6b1e856f67a5,0651suzm7uun,2022-06-05_16h19.36.026,Colour_Asymmetry_Pilot,2022.1.3,MacIntel,59.94125757,UNSAVED-STUDY,,,,,,
0,50,50,77,1,,5f9f9d82e46e6b1e856f67a5,0651suzm7uun,2022-06-05_16h19.36.026,Colour_Asymmetry_Pilot,2022.1.3,MacIntel,59.94125757,UNSAVED-STUDY,,,,,,
0,51,51,19,1,,5f9f9d82e46e6b1e856f67a5,0651suzm7uun,2022-06-05_16h19.36.026,Colour_Asymmetry_Pilot,2022.1.3,MacIntel,59.94125757,UNSAVED-STUDY,,,,,,
0,52,52,32,1,,5f9f9d82e46e6b1e856f67a5,0651suzm7uun,2022-06-05_16h19.36.026,Colour_Asymmetry_Pilot,2022.1.3,MacIntel,59.94125757,UNSAVED-STUDY,,,,,,
0,53,53,21,1,,5f9f9d82e46e6b1e856f67a5,0651suzm7uun,2022-06-05_16h19.36.026,Colour_Asymmetry_Pilot,2022.1.3,MacIntel,59.94125757,UNSAVED-STUDY,,,,,,
0,54,54,11,1,,5f9f9d82e46e6b1e856f67a5,0651suzm7uun,2022-06-05_16h19.36.026,Colour_Asymmetry_Pilot,2022.1.3,MacIntel,59.94125757,UNSAVED-STUDY,,,,,,
0,55,55,33,1,,5f9f9d82e46e6b1e856f67a5,0651suzm7uun,2022-06-05_16h19.36.026,Colour_Asymmetry_Pilot,2022.1.3,MacIntel,59.94125757,UNSAVED-STUDY,,,,,,
0,56,56,73,1,,5f9f9d82e46e6b1e856f67a5,0651suzm7uun,2022-06-05_16h19.36.026,Colour_Asymmetry_Pilot,2022.1.3,MacIntel,59.94125757,UNSAVED-STUDY,,,,,,
0,57,57,91,1,,5f9f9d82e46e6b1e856f67a5,0651suzm7uun,2022-06-05_16h19.36.026,Colour_Asymmetry_Pilot,2022.1.3,MacIntel,59.94125757,UNSAVED-STUDY,,,,,,
0,58,58,70,1,,5f9f9d82e46e6b1e856f67a5,0651suzm7uun,2022-06-05_16h19.36.026,Colour_Asymmetry_Pilot,2022.1.3,MacIntel,59.94125757,UNSAVED-STUDY,,,,,,
0,59,59,12,1,,5f9f9d82e46e6b1e856f67a5,0651suzm7uun,2022-06-05_16h19.36.026,Colour_Asymmetry_Pilot,2022.1.3,MacIntel,59.94125757,UNSAVED-STUDY,,,,,,
0,60,60,67,1,,5f9f9d82e46e6b1e856f67a5,0651suzm7uun,2022-06-05_16h19.36.026,Colour_Asymmetry_Pilot,2022.1.3,MacIntel,59.94125757,UNSAVED-STUDY,,,,,,
0,61,61,85,1,,5f9f9d82e46e6b1e856f67a5,0651suzm7uun,2022-06-05_16h19.36.026,Colour_Asymmetry_Pilot,2022.1.3,MacIntel,59.94125757,UNSAVED-STUDY,,,,,,
