trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Colourcodes,participant,session,date,expName,psychopyVersion,OS,frameRate,study_id,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_4.ran,StimulusPos,key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,key_resp_15.keys,key_resp_15.rt,key_resp_17.keys,key_resp_17.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,Circle1_col,Ecc,Circle2_col,similarity,response_time,duringprac.thisRepN,duringprac.thisTrialN,duringprac.thisN,duringprac.thisIndex,duringprac.ran,duringprac.order
0,20,20,43,1,,55c7a30dfdf99b546a55b6be,62c539e8d2b6fa4cee194348,2022-07-06_08h30.12.190,Colour_Asymmetry_Pilot,2022.1.3,Win32,145.7938475,62c50e9c1127f2cd403a315f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,21,21,66,1,,55c7a30dfdf99b546a55b6be,62c539e8d2b6fa4cee194348,2022-07-06_08h30.12.190,Colour_Asymmetry_Pilot,2022.1.3,Win32,145.7938475,62c50e9c1127f2cd403a315f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,22,22,21,1,,55c7a30dfdf99b546a55b6be,62c539e8d2b6fa4cee194348,2022-07-06_08h30.12.190,Colour_Asymmetry_Pilot,2022.1.3,Win32,145.7938475,62c50e9c1127f2cd403a315f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,23,23,60,1,,55c7a30dfdf99b546a55b6be,62c539e8d2b6fa4cee194348,2022-07-06_08h30.12.190,Colour_Asymmetry_Pilot,2022.1.3,Win32,145.7938475,62c50e9c1127f2cd403a315f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,24,24,88,1,,55c7a30dfdf99b546a55b6be,62c539e8d2b6fa4cee194348,2022-07-06_08h30.12.190,Colour_Asymmetry_Pilot,2022.1.3,Win32,145.7938475,62c50e9c1127f2cd403a315f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,25,25,83,1,,55c7a30dfdf99b546a55b6be,62c539e8d2b6fa4cee194348,2022-07-06_08h30.12.190,Colour_Asymmetry_Pilot,2022.1.3,Win32,145.7938475,62c50e9c1127f2cd403a315f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,26,26,49,1,,55c7a30dfdf99b546a55b6be,62c539e8d2b6fa4cee194348,2022-07-06_08h30.12.190,Colour_Asymmetry_Pilot,2022.1.3,Win32,145.7938475,62c50e9c1127f2cd403a315f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,27,27,13,1,,55c7a30dfdf99b546a55b6be,62c539e8d2b6fa4cee194348,2022-07-06_08h30.12.190,Colour_Asymmetry_Pilot,2022.1.3,Win32,145.7938475,62c50e9c1127f2cd403a315f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,28,28,71,1,,55c7a30dfdf99b546a55b6be,62c539e8d2b6fa4cee194348,2022-07-06_08h30.12.190,Colour_Asymmetry_Pilot,2022.1.3,Win32,145.7938475,62c50e9c1127f2cd403a315f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,29,29,51,1,,55c7a30dfdf99b546a55b6be,62c539e8d2b6fa4cee194348,2022-07-06_08h30.12.190,Colour_Asymmetry_Pilot,2022.1.3,Win32,145.7938475,62c50e9c1127f2cd403a315f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,30,30,69,1,,55c7a30dfdf99b546a55b6be,62c539e8d2b6fa4cee194348,2022-07-06_08h30.12.190,Colour_Asymmetry_Pilot,2022.1.3,Win32,145.7938475,62c50e9c1127f2cd403a315f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,31,31,35,1,,55c7a30dfdf99b546a55b6be,62c539e8d2b6fa4cee194348,2022-07-06_08h30.12.190,Colour_Asymmetry_Pilot,2022.1.3,Win32,145.7938475,62c50e9c1127f2cd403a315f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,32,32,10,1,,55c7a30dfdf99b546a55b6be,62c539e8d2b6fa4cee194348,2022-07-06_08h30.12.190,Colour_Asymmetry_Pilot,2022.1.3,Win32,145.7938475,62c50e9c1127f2cd403a315f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,33,33,59,1,,55c7a30dfdf99b546a55b6be,62c539e8d2b6fa4cee194348,2022-07-06_08h30.12.190,Colour_Asymmetry_Pilot,2022.1.3,Win32,145.7938475,62c50e9c1127f2cd403a315f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,34,34,84,1,,55c7a30dfdf99b546a55b6be,62c539e8d2b6fa4cee194348,2022-07-06_08h30.12.190,Colour_Asymmetry_Pilot,2022.1.3,Win32,145.7938475,62c50e9c1127f2cd403a315f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,35,35,67,1,,55c7a30dfdf99b546a55b6be,62c539e8d2b6fa4cee194348,2022-07-06_08h30.12.190,Colour_Asymmetry_Pilot,2022.1.3,Win32,145.7938475,62c50e9c1127f2cd403a315f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,36,36,24,1,,55c7a30dfdf99b546a55b6be,62c539e8d2b6fa4cee194348,2022-07-06_08h30.12.190,Colour_Asymmetry_Pilot,2022.1.3,Win32,145.7938475,62c50e9c1127f2cd403a315f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,37,37,6,1,,55c7a30dfdf99b546a55b6be,62c539e8d2b6fa4cee194348,2022-07-06_08h30.12.190,Colour_Asymmetry_Pilot,2022.1.3,Win32,145.7938475,62c50e9c1127f2cd403a315f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,38,38,77,1,,55c7a30dfdf99b546a55b6be,62c539e8d2b6fa4cee194348,2022-07-06_08h30.12.190,Colour_Asymmetry_Pilot,2022.1.3,Win32,145.7938475,62c50e9c1127f2cd403a315f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,39,39,34,1,,55c7a30dfdf99b546a55b6be,62c539e8d2b6fa4cee194348,2022-07-06_08h30.12.190,Colour_Asymmetry_Pilot,2022.1.3,Win32,145.7938475,62c50e9c1127f2cd403a315f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,40,40,86,1,,55c7a30dfdf99b546a55b6be,62c539e8d2b6fa4cee194348,2022-07-06_08h30.12.190,Colour_Asymmetry_Pilot,2022.1.3,Win32,145.7938475,62c50e9c1127f2cd403a315f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,41,41,2,1,,55c7a30dfdf99b546a55b6be,62c539e8d2b6fa4cee194348,2022-07-06_08h30.12.190,Colour_Asymmetry_Pilot,2022.1.3,Win32,145.7938475,62c50e9c1127f2cd403a315f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,42,42,30,1,,55c7a30dfdf99b546a55b6be,62c539e8d2b6fa4cee194348,2022-07-06_08h30.12.190,Colour_Asymmetry_Pilot,2022.1.3,Win32,145.7938475,62c50e9c1127f2cd403a315f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,43,43,39,1,,55c7a30dfdf99b546a55b6be,62c539e8d2b6fa4cee194348,2022-07-06_08h30.12.190,Colour_Asymmetry_Pilot,2022.1.3,Win32,145.7938475,62c50e9c1127f2cd403a315f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,44,44,63,1,,55c7a30dfdf99b546a55b6be,62c539e8d2b6fa4cee194348,2022-07-06_08h30.12.190,Colour_Asymmetry_Pilot,2022.1.3,Win32,145.7938475,62c50e9c1127f2cd403a315f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,45,45,65,1,,55c7a30dfdf99b546a55b6be,62c539e8d2b6fa4cee194348,2022-07-06_08h30.12.190,Colour_Asymmetry_Pilot,2022.1.3,Win32,145.7938475,62c50e9c1127f2cd403a315f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,46,46,23,1,,55c7a30dfdf99b546a55b6be,62c539e8d2b6fa4cee194348,2022-07-06_08h30.12.190,Colour_Asymmetry_Pilot,2022.1.3,Win32,145.7938475,62c50e9c1127f2cd403a315f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,47,47,25,1,,55c7a30dfdf99b546a55b6be,62c539e8d2b6fa4cee194348,2022-07-06_08h30.12.190,Colour_Asymmetry_Pilot,2022.1.3,Win32,145.7938475,62c50e9c1127f2cd403a315f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,48,48,14,1,,55c7a30dfdf99b546a55b6be,62c539e8d2b6fa4cee194348,2022-07-06_08h30.12.190,Colour_Asymmetry_Pilot,2022.1.3,Win32,145.7938475,62c50e9c1127f2cd403a315f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,49,49,17,1,,55c7a30dfdf99b546a55b6be,62c539e8d2b6fa4cee194348,2022-07-06_08h30.12.190,Colour_Asymmetry_Pilot,2022.1.3,Win32,145.7938475,62c50e9c1127f2cd403a315f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,50,50,76,1,,55c7a30dfdf99b546a55b6be,62c539e8d2b6fa4cee194348,2022-07-06_08h30.12.190,Colour_Asymmetry_Pilot,2022.1.3,Win32,145.7938475,62c50e9c1127f2cd403a315f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,51,51,3,1,,55c7a30dfdf99b546a55b6be,62c539e8d2b6fa4cee194348,2022-07-06_08h30.12.190,Colour_Asymmetry_Pilot,2022.1.3,Win32,145.7938475,62c50e9c1127f2cd403a315f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,52,52,1,1,,55c7a30dfdf99b546a55b6be,62c539e8d2b6fa4cee194348,2022-07-06_08h30.12.190,Colour_Asymmetry_Pilot,2022.1.3,Win32,145.7938475,62c50e9c1127f2cd403a315f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,53,53,55,1,,55c7a30dfdf99b546a55b6be,62c539e8d2b6fa4cee194348,2022-07-06_08h30.12.190,Colour_Asymmetry_Pilot,2022.1.3,Win32,145.7938475,62c50e9c1127f2cd403a315f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,54,54,26,1,,55c7a30dfdf99b546a55b6be,62c539e8d2b6fa4cee194348,2022-07-06_08h30.12.190,Colour_Asymmetry_Pilot,2022.1.3,Win32,145.7938475,62c50e9c1127f2cd403a315f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,55,55,42,1,,55c7a30dfdf99b546a55b6be,62c539e8d2b6fa4cee194348,2022-07-06_08h30.12.190,Colour_Asymmetry_Pilot,2022.1.3,Win32,145.7938475,62c50e9c1127f2cd403a315f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,56,56,27,1,,55c7a30dfdf99b546a55b6be,62c539e8d2b6fa4cee194348,2022-07-06_08h30.12.190,Colour_Asymmetry_Pilot,2022.1.3,Win32,145.7938475,62c50e9c1127f2cd403a315f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,57,57,68,1,,55c7a30dfdf99b546a55b6be,62c539e8d2b6fa4cee194348,2022-07-06_08h30.12.190,Colour_Asymmetry_Pilot,2022.1.3,Win32,145.7938475,62c50e9c1127f2cd403a315f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,58,58,90,1,,55c7a30dfdf99b546a55b6be,62c539e8d2b6fa4cee194348,2022-07-06_08h30.12.190,Colour_Asymmetry_Pilot,2022.1.3,Win32,145.7938475,62c50e9c1127f2cd403a315f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,59,59,61,1,,55c7a30dfdf99b546a55b6be,62c539e8d2b6fa4cee194348,2022-07-06_08h30.12.190,Colour_Asymmetry_Pilot,2022.1.3,Win32,145.7938475,62c50e9c1127f2cd403a315f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,60,60,89,1,,55c7a30dfdf99b546a55b6be,62c539e8d2b6fa4cee194348,2022-07-06_08h30.12.190,Colour_Asymmetry_Pilot,2022.1.3,Win32,145.7938475,62c50e9c1127f2cd403a315f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,61,61,82,1,,55c7a30dfdf99b546a55b6be,62c539e8d2b6fa4cee194348,2022-07-06_08h30.12.190,Colour_Asymmetry_Pilot,2022.1.3,Win32,145.7938475,62c50e9c1127f2cd403a315f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,62,62,29,1,,55c7a30dfdf99b546a55b6be,62c539e8d2b6fa4cee194348,2022-07-06_08h30.12.190,Colour_Asymmetry_Pilot,2022.1.3,Win32,145.7938475,62c50e9c1127f2cd403a315f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,63,63,91,1,,55c7a30dfdf99b546a55b6be,62c539e8d2b6fa4cee194348,2022-07-06_08h30.12.190,Colour_Asymmetry_Pilot,2022.1.3,Win32,145.7938475,62c50e9c1127f2cd403a315f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,64,64,15,1,,55c7a30dfdf99b546a55b6be,62c539e8d2b6fa4cee194348,2022-07-06_08h30.12.190,Colour_Asymmetry_Pilot,2022.1.3,Win32,145.7938475,62c50e9c1127f2cd403a315f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,65,65,38,1,,55c7a30dfdf99b546a55b6be,62c539e8d2b6fa4cee194348,2022-07-06_08h30.12.190,Colour_Asymmetry_Pilot,2022.1.3,Win32,145.7938475,62c50e9c1127f2cd403a315f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,66,66,85,1,,55c7a30dfdf99b546a55b6be,62c539e8d2b6fa4cee194348,2022-07-06_08h30.12.190,Colour_Asymmetry_Pilot,2022.1.3,Win32,145.7938475,62c50e9c1127f2cd403a315f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,67,67,57,1,,55c7a30dfdf99b546a55b6be,62c539e8d2b6fa4cee194348,2022-07-06_08h30.12.190,Colour_Asymmetry_Pilot,2022.1.3,Win32,145.7938475,62c50e9c1127f2cd403a315f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,68,68,53,1,,55c7a30dfdf99b546a55b6be,62c539e8d2b6fa4cee194348,2022-07-06_08h30.12.190,Colour_Asymmetry_Pilot,2022.1.3,Win32,145.7938475,62c50e9c1127f2cd403a315f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,69,69,62,1,,55c7a30dfdf99b546a55b6be,62c539e8d2b6fa4cee194348,2022-07-06_08h30.12.190,Colour_Asymmetry_Pilot,2022.1.3,Win32,145.7938475,62c50e9c1127f2cd403a315f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,70,70,52,1,,55c7a30dfdf99b546a55b6be,62c539e8d2b6fa4cee194348,2022-07-06_08h30.12.190,Colour_Asymmetry_Pilot,2022.1.3,Win32,145.7938475,62c50e9c1127f2cd403a315f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,71,71,36,1,,55c7a30dfdf99b546a55b6be,62c539e8d2b6fa4cee194348,2022-07-06_08h30.12.190,Colour_Asymmetry_Pilot,2022.1.3,Win32,145.7938475,62c50e9c1127f2cd403a315f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,72,72,80,1,,55c7a30dfdf99b546a55b6be,62c539e8d2b6fa4cee194348,2022-07-06_08h30.12.190,Colour_Asymmetry_Pilot,2022.1.3,Win32,145.7938475,62c50e9c1127f2cd403a315f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,73,73,32,1,,55c7a30dfdf99b546a55b6be,62c539e8d2b6fa4cee194348,2022-07-06_08h30.12.190,Colour_Asymmetry_Pilot,2022.1.3,Win32,145.7938475,62c50e9c1127f2cd403a315f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,74,74,54,1,,55c7a30dfdf99b546a55b6be,62c539e8d2b6fa4cee194348,2022-07-06_08h30.12.190,Colour_Asymmetry_Pilot,2022.1.3,Win32,145.7938475,62c50e9c1127f2cd403a315f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,75,75,28,1,,55c7a30dfdf99b546a55b6be,62c539e8d2b6fa4cee194348,2022-07-06_08h30.12.190,Colour_Asymmetry_Pilot,2022.1.3,Win32,145.7938475,62c50e9c1127f2cd403a315f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,76,76,50,1,,55c7a30dfdf99b546a55b6be,62c539e8d2b6fa4cee194348,2022-07-06_08h30.12.190,Colour_Asymmetry_Pilot,2022.1.3,Win32,145.7938475,62c50e9c1127f2cd403a315f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,77,77,33,1,,55c7a30dfdf99b546a55b6be,62c539e8d2b6fa4cee194348,2022-07-06_08h30.12.190,Colour_Asymmetry_Pilot,2022.1.3,Win32,145.7938475,62c50e9c1127f2cd403a315f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,78,78,20,1,,55c7a30dfdf99b546a55b6be,62c539e8d2b6fa4cee194348,2022-07-06_08h30.12.190,Colour_Asymmetry_Pilot,2022.1.3,Win32,145.7938475,62c50e9c1127f2cd403a315f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,79,79,87,1,,55c7a30dfdf99b546a55b6be,62c539e8d2b6fa4cee194348,2022-07-06_08h30.12.190,Colour_Asymmetry_Pilot,2022.1.3,Win32,145.7938475,62c50e9c1127f2cd403a315f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,80,80,40,1,,55c7a30dfdf99b546a55b6be,62c539e8d2b6fa4cee194348,2022-07-06_08h30.12.190,Colour_Asymmetry_Pilot,2022.1.3,Win32,145.7938475,62c50e9c1127f2cd403a315f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,81,81,74,1,,55c7a30dfdf99b546a55b6be,62c539e8d2b6fa4cee194348,2022-07-06_08h30.12.190,Colour_Asymmetry_Pilot,2022.1.3,Win32,145.7938475,62c50e9c1127f2cd403a315f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,82,82,48,1,,55c7a30dfdf99b546a55b6be,62c539e8d2b6fa4cee194348,2022-07-06_08h30.12.190,Colour_Asymmetry_Pilot,2022.1.3,Win32,145.7938475,62c50e9c1127f2cd403a315f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,83,83,79,1,,55c7a30dfdf99b546a55b6be,62c539e8d2b6fa4cee194348,2022-07-06_08h30.12.190,Colour_Asymmetry_Pilot,2022.1.3,Win32,145.7938475,62c50e9c1127f2cd403a315f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,84,84,4,1,,55c7a30dfdf99b546a55b6be,62c539e8d2b6fa4cee194348,2022-07-06_08h30.12.190,Colour_Asymmetry_Pilot,2022.1.3,Win32,145.7938475,62c50e9c1127f2cd403a315f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,85,85,45,1,,55c7a30dfdf99b546a55b6be,62c539e8d2b6fa4cee194348,2022-07-06_08h30.12.190,Colour_Asymmetry_Pilot,2022.1.3,Win32,145.7938475,62c50e9c1127f2cd403a315f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,86,86,22,1,,55c7a30dfdf99b546a55b6be,62c539e8d2b6fa4cee194348,2022-07-06_08h30.12.190,Colour_Asymmetry_Pilot,2022.1.3,Win32,145.7938475,62c50e9c1127f2cd403a315f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,87,87,31,1,,55c7a30dfdf99b546a55b6be,62c539e8d2b6fa4cee194348,2022-07-06_08h30.12.190,Colour_Asymmetry_Pilot,2022.1.3,Win32,145.7938475,62c50e9c1127f2cd403a315f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,88,88,73,1,,55c7a30dfdf99b546a55b6be,62c539e8d2b6fa4cee194348,2022-07-06_08h30.12.190,Colour_Asymmetry_Pilot,2022.1.3,Win32,145.7938475,62c50e9c1127f2cd403a315f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,89,89,7,1,,55c7a30dfdf99b546a55b6be,62c539e8d2b6fa4cee194348,2022-07-06_08h30.12.190,Colour_Asymmetry_Pilot,2022.1.3,Win32,145.7938475,62c50e9c1127f2cd403a315f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,90,90,56,1,,55c7a30dfdf99b546a55b6be,62c539e8d2b6fa4cee194348,2022-07-06_08h30.12.190,Colour_Asymmetry_Pilot,2022.1.3,Win32,145.7938475,62c50e9c1127f2cd403a315f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,91,91,9,1,,55c7a30dfdf99b546a55b6be,62c539e8d2b6fa4cee194348,2022-07-06_08h30.12.190,Colour_Asymmetry_Pilot,2022.1.3,Win32,145.7938475,62c50e9c1127f2cd403a315f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
