session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Country of Birth,Current Country of Residence,Employment Status,First Language,Fluent languages,Nationality,Sex,Student Status
62c539fb536cb3d3e32aaec1,5f5fb8b24fa1c805957b037b,AWAITING REVIEW,2022-07-06 07:30:09.894000,2022-07-06 07:53:51.075000,1421.181,23,120,5,96,,8F964E17,South Africa,South Africa,Full-Time,English,"Afrikaans, English, German",South Africa,Male,No
62c539fc303bf8e23fd01cc2,62a45f8a7916c399ac131a3b,AWAITING REVIEW,2022-07-06 07:30:12.741000,2022-07-06 08:07:19.210000,2226.469,58,18,0,100,,No code,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,English,United Kingdom,Female,No
62c539fd72c1aae8268437f1,61337dde21439c131ffb37fe,AWAITING REVIEW,2022-07-06 07:30:05.673000,2022-07-06 07:58:42.284000,1716.611,23,75,0,100,,8F964E17,South Africa,South Africa,Full-Time,DATA EXPIRED,English,South Africa,Female,Yes
62c539fec599ec119eba96db,60f5741de16d670e8f09afbd,AWAITING REVIEW,2022-07-06 07:30:06.797000,2022-07-06 07:54:01.776000,1434.979,19,114,0,100,,8F964E17,Poland,Poland,Other,Polish,"Polish, English",Poland,Female,Yes
62c53a01808438d282f10f02,614deecf67f2c8ccfe3df23b,AWAITING REVIEW,2022-07-06 07:30:22.777000,2022-07-06 08:10:25.261000,2402.484,31,96,1,100,,NOCODE,South Africa,South Africa,Full-Time,DATA EXPIRED,English,South Africa,Male,No
62c53a033e356314065d9659,613bce8ce65bd067beb06b5c,AWAITING REVIEW,2022-07-06 07:30:26.336000,2022-07-06 07:52:25.387000,1319.051,19,51,0,100,,8F964E17,Mexico,Mexico,Unemployed (and job seeking),Spanish,"English, Spanish",Mexico,Female,Yes
62c53a03fdfb271f81d01cbb,5e7fd320aa0fcb000913970d,AWAITING REVIEW,2022-07-06 07:30:11.723000,2022-07-06 07:56:55.994000,1604.271,21,300,2,100,,8F964E17,Poland,Poland,Part-Time,Polish,"English, Polish",Poland,Male,Yes
62c53a0461897870663533f8,6165ee51589a30c811a48217,AWAITING REVIEW,2022-07-06 07:30:12.599000,2022-07-06 08:04:08.005000,2035.406,28,113,2,99,,8F964E17,Greece,Greece,Full-Time,Greek,"English, Greek, Spanish, German",Greece,Female,No
62c53a05808438d282f10f03,5cb72e7625f45e0017c31287,AWAITING REVIEW,2022-07-06 07:30:13.447000,2022-07-06 07:58:29.598000,1696.151,31,546,6,99,,8F964E17,Poland,Poland,Full-Time,Polish,"Italian, Polish, Portuguese, Russian, English, Spanish, German",Poland,Male,No
62c53a05bee84d668969a540,5c0fa52c9a798f00017c6b76,AWAITING REVIEW,2022-07-06 07:30:13.670000,2022-07-06 07:59:07.632000,1733.962,48,483,2,100,,8F964E17,Congo the Democratic Republic of the,Greece,Full-Time,Greek,"English, Greek",Greece,Male,No
62c53a07efe3f624ee48cfec,613ede27dc808d8880e38ee2,AWAITING REVIEW,2022-07-06 07:30:21.546000,2022-07-06 07:57:10.359000,1608.813,43,434,3,99,,8F964E17,United Kingdom,United Kingdom,Full-Time,English,English,United Kingdom,Female,No
62c53a09614ceb72cf758a92,5d5fac22e32d920001c82b53,AWAITING REVIEW,2022-07-06 07:30:17.853000,2022-07-06 07:56:59.837000,1601.984,33,236,1,100,,8F964E17,Hungary,Hungary,Part-Time,Hungarian,"Hungarian, English",Hungary,Female,No
62c53a0a5a620c2b376daf8b,60c8f96ddb749ea0361c1ae8,AWAITING REVIEW,2022-07-06 07:30:18.057000,2022-07-06 07:56:45.431000,1587.374,19,118,2,99,,8F964E17,Poland,Poland,Full-Time,Polish,"Polish, English",Poland,Male,Yes
62c53a0a7b979cb36aef82e5,5f5aa7a073b8271a0ab0947c,AWAITING REVIEW,2022-07-06 07:30:18.486000,2022-07-06 08:17:00.124000,2801.638,28,277,0,100,,8F964E17,Spain,Spain,Unemployed (and job seeking),Spanish,"Spanish, English",Spain,Male,No
62c53a0b54d8f26fb4f3eecb,615b2b907ab500ee5de14716,AWAITING REVIEW,2022-07-06 07:36:22.543000,2022-07-06 08:26:10.257000,2987.714,24,7,0,100,,8F964E17,South Africa,South Africa,Full-Time,DATA EXPIRED,English,South Africa,Female,Yes
62c53a0d1ea850893376a8df,6117772456477652eea60139,AWAITING REVIEW,2022-07-06 07:31:01.688000,2022-07-06 08:00:58.586000,1796.898,32,72,1,100,,8F964E17,South Africa,South Africa,Full-Time,DATA EXPIRED,English,South Africa,Male,No
62c53a0e44e01e2e1a2aae8f,600f11d527aa57080e819df3,AWAITING REVIEW,2022-07-06 07:30:22.614000,2022-07-06 07:55:35.301000,1512.687,34,200,0,100,,8F964E17,India,France,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,"English, Hindi",India,Female,No
62c53a0eb173bbfd2c792f50,60fd8eafe88dceaddd8dee71,AWAITING REVIEW,2022-07-06 07:30:22.227000,2022-07-06 07:55:36.357000,1514.13,20,97,1,100,,8F964E17,Poland,Poland,Unemployed (and job seeking),Polish,"English, Polish",Poland,Female,Yes
62c53a13b7009b49e4ba96d6,610ae3ea1341878837b4e646,AWAITING REVIEW,2022-07-06 07:30:30.915000,2022-07-06 08:01:35.793000,1864.878,30,157,0,100,,8F964E17,Greece,Greece,Part-Time,Greek,"English, Greek",Greece,Male,No
62c53a176609812547edd1e5,60d333c3c400caf1dcdbe2a4,AWAITING REVIEW,2022-07-06 07:31:01.316000,2022-07-06 07:57:18.189000,1576.873,37,148,3,99,,8F964E17,South Africa,South Africa,DATA EXPIRED,DATA EXPIRED,English,South Africa,Male,Yes
62c53a1958c7705bdcbb4b34,60c07e5182bf1353056371f6,AWAITING REVIEW,2022-07-06 07:30:33.877000,2022-07-06 08:15:55.385000,2721.508,28,84,3,98,,8F964E17,South Africa,South Africa,Part-Time,Afrikaans,"Afrikaans, English",South Africa,Female,No
62c53a1e9c6a1df059af4ef7,5e9efe26ffd5fe04e506d7f3,AWAITING REVIEW,2022-07-06 07:30:38.954000,2022-07-06 08:04:09.834000,2010.88,25,235,1,100,,8F964E17,South Africa,South Africa,Full-Time,DATA EXPIRED,English,South Africa,Female,Yes
62c53a202e79a1004aaf4efa,614b9cf9b25cadec95eefee0,AWAITING REVIEW,2022-07-06 07:31:05.537000,2022-07-06 07:59:13.821000,1688.284,19,124,1,100,,8F964E17,Mexico,Mexico,Full-Time,Spanish,"Spanish, English",Mexico,Male,Yes
62c53a22f93e51d4ae53c7c3,56a5684481a8ca000d3e544f,AWAITING REVIEW,2022-07-06 07:30:42.744000,2022-07-06 07:56:14.501000,1531.757,44,529,9,98,,NOCODE,Spain,Spain,Full-Time,Spanish,"Catalan, Spanish, English",Spain,Male,No
62c53a24b173bbfd2c792f52,616483a05fc83e2a6dead04e,AWAITING REVIEW,2022-07-06 07:31:03.058000,2022-07-06 08:08:28.203000,2245.145,30,38,0,100,,8F964E17,South Africa,South Africa,Full-Time,DATA EXPIRED,"Afrikaans, English",South Africa,Female,No
62c53a275c86ebf78e75a7cb,604676dbcf412f053df7d365,RETURNED,2022-07-06 07:30:57.101000,,66715.674034,26,176,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62c53a2cb92f20b2d77b8cd9,616d22471eeb54d1b98db03c,AWAITING REVIEW,2022-07-06 07:30:52.873000,2022-07-06 08:00:47.355000,1794.482,34,134,0,100,,8F964E17,South Africa,South Africa,Full-Time,DATA EXPIRED,"Afrikaans, English",South Africa,Female,No
